nombre;posicion;temporadas;puntos_totales;promedio_puntos_por_partido;rebotes_totales;promedio_rebotes_por_partido;asistencias_totales;promedio_asistencias_por_partido;robos_totales;bloqueos_totales;porcentaje_tiros_de_campo;porcentaje_tiros_libres;porcentaje_tiros_triples
Clyde Drexler;Alero;15;22195;20.4;6899;6.1;6125;5.6;2207;719;47.2;78.8;31.8
