nombre;posicion;temporadas;puntos_totales;promedio_puntos_por_partido;rebotes_totales;promedio_rebotes_por_partido;asistencias_totales;promedio_asistencias_por_partido;robos_totales;bloqueos_totales;porcentaje_tiros_de_campo;porcentaje_tiros_libres;porcentaje_tiros_triples
Patrick Ewing;Pivot;17;24815;21;11585;9.8;2894;2;1136;2894;50.4;74;29.4
