nombre;posicion;temporadas;puntos_totales;promedio_puntos_por_partido;rebotes_totales;promedio_rebotes_por_partido;asistencias_totales;promedio_asistencias_por_partido;robos_totales;bloqueos_totales;porcentaje_tiros_de_campo;porcentaje_tiros_libres;porcentaje_tiros_triples
John Stockton;Base;19;19711;13.1;4059;2.7;15806;10.5;3265;315;51.5;82.6;38.4
