nombre;posicion;temporadas;puntos_totales;promedio_puntos_por_partido;rebotes_totales;promedio_rebotes_por_partido;asistencias_totales;promedio_asistencias_por_partido;robos_totales;bloqueos_totales;porcentaje_tiros_de_campo;porcentaje_tiros_libres;porcentaje_tiros_triples
Chris Mullin;Alero;16;17911;18.2;4267;4.1;3450;3.5;1532;349;50.9;86.4;38.4
